house,appliance_label,appliance_type,product_category,refit_column,current_avg_kwh_day,current_annual_kwh_est,current_cost_month_aud,current_cost_year_aud,recommended_store,recommended_product,recommended_brand,recommended_price_aud,recommended_annual_kwh,recommended_cost_month_aud,estimated_energy_saving_kwh_year,estimated_monthly_saving_aud,estimated_annual_saving_aud,payback_months,saving_score,energy_efficiency_score,affordability_score,payback_score,product_match_score,energy_rating,option_type,suitability_note,replacement_priority,product_recommendation,product_category_intel,benchmark_avg_kwh_day,benchmark_median_kwh_day,benchmark_avg_cost_month_aud,usage_percentile_vs_similar_houses,above_similar_house_avg_pct,intelligent_efficiency_class,recommendation_reason_codes,intelligent_recommendation_summary,balanced_intelligent_score,budget_user_score,eco_user_score,fast_payback_score,explainable_product_reason
6,Toaster,Toaster,toaster,Appliance8,10.61041,3872.8,95.49,1161.84,Big W,Variable Browning Toaster,Sunbeam,59.0,16.0,0.4,3856.8,95.09,1141.12,0.62,0.9958,0.9959,0.8091,0.9748,0.9647,High,Best Value,Better controls can reduce repeated use.,high,Consider Variable Browning Toaster from Big W for Toaster. Estimated saving: $95.09/month with about 3856.8 kWh/year reduction.,toaster,6.3147199999999994,4.68782,56.83111111111111,77.8,68.0,Average,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Toaster is classified as Average. It is 68.0% above the REFIT similar-appliance average, with 781 detected events and 26.2% peak-hour activity.",0.5584,0.7019,0.4495,0.7186,"Matched because this appliance is average, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Washing Machine,Washing Machine,washing machine,Appliance2,5.50034,2007.62,49.5,602.29,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,1927.62,47.5,570.04,0.4,0.9596,0.9602,0.9294,0.9836,0.9588,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Washing Machine. Estimated saving: $47.50/month with about 1927.6 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,94.6,180.8,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Washing Machine is classified as Needs attention. It is 180.8% above the REFIT similar-appliance average, with 6914 detected events and 25.1% peak-hour activity.",0.5142,0.7111,0.3579,0.6861,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Washing Machine,Washing Machine,washing machine,Appliance2,5.50034,2007.62,49.5,602.29,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,1932.62,47.63,571.54,0.5,0.9621,0.9626,0.9124,0.9794,0.9574,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Washing Machine. Estimated saving: $47.63/month with about 1932.6 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,94.6,180.8,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Washing Machine is classified as Needs attention. It is 180.8% above the REFIT similar-appliance average, with 6914 detected events and 25.1% peak-hour activity.",0.5105,0.7026,0.3578,0.6817,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Washing Machine,Washing Machine,washing machine,Appliance2,5.50034,2007.62,49.5,602.29,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,1937.62,47.75,573.04,0.61,0.9646,0.9651,0.8961,0.9753,0.9561,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Washing Machine. Estimated saving: $47.75/month with about 1937.6 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,94.6,180.8,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Washing Machine is classified as Needs attention. It is 180.8% above the REFIT similar-appliance average, with 6914 detected events and 25.1% peak-hour activity.",0.5068,0.6943,0.3576,0.6772,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Washing Machine,Washing Machine,washing machine,Appliance2,5.50034,2007.62,49.5,602.29,Big W,Laundry Smart Timer Plug,Generic,29.0,180.0,4.5,1827.62,45.0,540.04,0.64,0.9091,0.9103,0.8961,0.9739,0.9172,Control,Cheapest,Low-cost option to shift laundry away from peak hours.,high,Consider Laundry Smart Timer Plug from Big W for Washing Machine. Estimated saving: $45.00/month with about 1827.6 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,94.6,180.8,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Washing Machine is classified as Needs attention. It is 180.8% above the REFIT similar-appliance average, with 6914 detected events and 25.1% peak-hour activity.",0.5016,0.6913,0.3508,0.6734,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Washing Machine,Washing Machine,washing machine,Appliance2,5.50034,2007.62,49.5,602.29,JB Hi-Fi,Inverter Front Loader,LG,799.0,145.0,3.62,1862.62,45.88,550.54,17.42,0.9268,0.9278,0.2383,0.5795,0.7717,High,Best Value,Good value inverter option for repeated laundry use.,high,Consider Inverter Front Loader from JB Hi-Fi for Washing Machine. Estimated saving: $45.88/month with about 1862.6 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,94.6,180.8,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Washing Machine is classified as Needs attention. It is 180.8% above the REFIT similar-appliance average, with 6914 detected events and 25.1% peak-hour activity.",0.3125,0.2975,0.3135,0.3785,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
6,Washing Machine,Washing Machine,washing machine,Appliance2,5.50034,2007.62,49.5,602.29,The Good Guys,Front Load Washing Machine,Bosch,849.0,135.0,3.38,1872.62,46.13,553.54,18.41,0.9318,0.9328,0.2275,0.566,0.7716,Premium,Energy Wise,Front loaders are suited to lower water and energy use.,high,Consider Front Load Washing Machine from The Good Guys for Washing Machine. Estimated saving: $46.13/month with about 1872.6 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,94.6,180.8,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Washing Machine is classified as Needs attention. It is 180.8% above the REFIT similar-appliance average, with 6914 detected events and 25.1% peak-hour activity.",0.3087,0.2895,0.3127,0.3704,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
7,Dishwasher,Dishwasher,washing machine,Appliance6,0.23709,86.54,2.13,25.96,Big W,Laundry Smart Timer Plug,Generic,29.0,180.0,4.5,0.0,0.0,0.0,,0.0,0.0,0.8961,0.0,0.1344,Control,Cheapest,Low-cost option to shift laundry away from peak hours.,low,Consider Laundry Smart Timer Plug from Big W for Dishwasher. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,10.8,-87.9,Average,peak-hour usage,"Dishwasher is classified as Average. It is 87.9% below the REFIT similar-appliance average, with 216 detected events and 26.8% peak-hour activity.",0.2329,0.4747,0.0448,0.2773,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
7,Dishwasher,Dishwasher,washing machine,Appliance6,0.23709,86.54,2.13,25.96,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,16.54,0.38,4.61,75.55,0.1799,0.1911,0.8961,0.2411,0.2999,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,medium,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Dishwasher. Estimated saving: $0.38/month with about 16.5 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,10.8,-87.9,Average,peak-hour usage,"Dishwasher is classified as Average. It is 87.9% below the REFIT similar-appliance average, with 216 detected events and 26.8% peak-hour activity.",0.2269,0.4639,0.0413,0.2554,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
7,Dishwasher,Dishwasher,washing machine,Appliance6,0.23709,86.54,2.13,25.96,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,11.54,0.26,3.11,92.72,0.1213,0.1333,0.9124,0.2056,0.2562,Control,Best Value,Useful for appliance groups and plug loads.,low,Consider Timer Plug / Standby Saver from Bunnings for Dishwasher. Estimated saving: $0.26/month with about 11.5 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,10.8,-87.9,Average,peak-hour usage,"Dishwasher is classified as Average. It is 87.9% below the REFIT similar-appliance average, with 216 detected events and 26.8% peak-hour activity.",0.2246,0.4623,0.0374,0.24,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
7,Dishwasher,Dishwasher,washing machine,Appliance6,0.23709,86.54,2.13,25.96,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,6.54,0.13,1.61,141.96,0.0627,0.0756,0.9294,0.1446,0.2089,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,low,Consider Smart Plug With Timer from Kmart for Dishwasher. Estimated saving: $0.13/month with about 6.5 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,10.8,-87.9,Average,peak-hour usage,"Dishwasher is classified as Average. It is 87.9% below the REFIT similar-appliance average, with 216 detected events and 26.8% peak-hour activity.",0.2186,0.4545,0.031,0.2119,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
7,Dishwasher,Dishwasher,washing machine,Appliance6,0.23709,86.54,2.13,25.96,JB Hi-Fi,Inverter Front Loader,LG,799.0,145.0,3.62,0.0,0.0,0.0,,0.0,0.0,0.2383,0.0,0.0357,High,Best Value,Good value inverter option for repeated laundry use.,low,Consider Inverter Front Loader from JB Hi-Fi for Dishwasher. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,10.8,-87.9,Average,peak-hour usage,"Dishwasher is classified as Average. It is 87.9% below the REFIT similar-appliance average, with 216 detected events and 26.8% peak-hour activity.",0.1013,0.1787,0.0448,0.1786,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
7,Dishwasher,Dishwasher,washing machine,Appliance6,0.23709,86.54,2.13,25.96,The Good Guys,Front Load Washing Machine,Bosch,849.0,135.0,3.38,0.0,0.0,0.0,,0.0,0.0,0.2275,0.0,0.0341,Premium,Energy Wise,Front loaders are suited to lower water and energy use.,low,Consider Front Load Washing Machine from The Good Guys for Dishwasher. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,10.8,-87.9,Average,peak-hour usage,"Dishwasher is classified as Average. It is 87.9% below the REFIT similar-appliance average, with 216 detected events and 26.8% peak-hour activity.",0.0992,0.1738,0.0448,0.177,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
7,Freezer,Freezer,freezer,Appliance3,0.24947,91.06,2.25,27.32,Kmart,Freezer Timer Reminder Plug,Generic,19.0,300.0,7.5,0.0,0.0,0.0,,0.0,0.0,0.9294,0.0,0.1394,Control,Cheapest,"Useful for monitoring, not replacing cold storage.",low,Consider Freezer Timer Reminder Plug from Kmart for Freezer. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,46.2,-75.7,Efficient,normal usage pattern,"Freezer is classified as Efficient. It is 75.7% below the REFIT similar-appliance average, with 544 detected events and 16.7% peak-hour activity.",0.2749,0.4896,0.0979,0.2823,"Matched because this appliance is efficient, normal usage pattern, and the option balances price, energy reduction, savings and payback."
7,Freezer,Freezer,freezer,Appliance3,0.24947,91.06,2.25,27.32,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,16.06,0.37,4.44,64.83,0.1649,0.1763,0.9124,0.2702,0.2962,Control,Best Value,Useful for appliance groups and plug loads.,medium,Consider Timer Plug / Standby Saver from Bunnings for Freezer. Estimated saving: $0.37/month with about 16.1 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,46.2,-75.7,Efficient,normal usage pattern,"Freezer is classified as Efficient. It is 75.7% below the REFIT similar-appliance average, with 544 detected events and 16.7% peak-hour activity.",0.2699,0.4785,0.0973,0.2724,"Matched because this appliance is efficient, normal usage pattern, and the option balances price, energy reduction, savings and payback."
7,Freezer,Freezer,freezer,Appliance3,0.24947,91.06,2.25,27.32,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,21.06,0.5,5.94,58.56,0.2206,0.2312,0.8961,0.2907,0.3356,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,medium,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Freezer. Estimated saving: $0.50/month with about 21.1 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,46.2,-75.7,Efficient,normal usage pattern,"Freezer is classified as Efficient. It is 75.7% below the REFIT similar-appliance average, with 544 detected events and 16.7% peak-hour activity.",0.2699,0.4764,0.0996,0.2803,"Matched because this appliance is efficient, normal usage pattern, and the option balances price, energy reduction, savings and payback."
7,Freezer,Freezer,freezer,Appliance3,0.24947,91.06,2.25,27.32,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,11.06,0.25,2.94,77.49,0.1092,0.1214,0.9294,0.2365,0.255,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,low,Consider Smart Plug With Timer from Kmart for Freezer. Estimated saving: $0.25/month with about 11.1 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,46.2,-75.7,Efficient,normal usage pattern,"Freezer is classified as Efficient. It is 75.7% below the REFIT similar-appliance average, with 544 detected events and 16.7% peak-hour activity.",0.268,0.4776,0.0936,0.2579,"Matched because this appliance is efficient, normal usage pattern, and the option balances price, energy reduction, savings and payback."
7,Freezer,Freezer,freezer,Appliance3,0.24947,91.06,2.25,27.32,Harvey Norman,Low Energy Chest Freezer,Haier,499.0,210.0,5.25,0.0,0.0,0.0,,0.0,0.0,0.3338,0.0,0.0501,Premium,Energy Wise,Chest freezer style can reduce energy loss.,low,Consider Low Energy Chest Freezer from Harvey Norman for Freezer. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,46.2,-75.7,Efficient,normal usage pattern,"Freezer is classified as Efficient. It is 75.7% below the REFIT similar-appliance average, with 544 detected events and 16.7% peak-hour activity.",0.1558,0.2216,0.0979,0.1929,"Matched because this appliance is efficient, normal usage pattern, and the option balances price, energy reduction, savings and payback."
7,Freezer,Freezer,freezer,Appliance3,0.24947,91.06,2.25,27.32,The Good Guys,Efficient Upright Freezer,Westinghouse,849.0,250.0,6.25,0.0,0.0,0.0,,0.0,0.0,0.2275,0.0,0.0341,High,Best Value,Good for high continuous freezer loads.,low,Consider Efficient Upright Freezer from The Good Guys for Freezer. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,46.2,-75.7,Efficient,normal usage pattern,"Freezer is classified as Efficient. It is 75.7% below the REFIT similar-appliance average, with 544 detected events and 16.7% peak-hour activity.",0.1346,0.1738,0.0979,0.177,"Matched because this appliance is efficient, normal usage pattern, and the option balances price, energy reduction, savings and payback."
